City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Norden,DE,2022-07-21 14:16:44,53.6,7.2,69.94,89,99,6.67
296,Husavik,IS,2022-07-21 14:16:44,66.0449,-17.3389,52.27,74,56,8.86
297,Ituiutaba,BR,2022-07-21 14:15:28,-18.9689,-49.465,82.09,30,6,13.56
298,Villa Union,MX,2022-07-21 14:16:45,23.2,-106.2333,89.02,84,75,0.0
299,Sao Filipe,CV,2022-07-21 14:16:45,14.8961,-24.4956,76.14,86,58,7.9
300,Bilibino,RU,2022-07-21 14:16:46,68.0546,166.4372,33.8,70,29,6.93
301,Talnakh,RU,2022-07-21 14:16:47,69.4865,88.3972,61.21,67,20,11.23
302,Jumla,NP,2022-07-21 14:16:48,29.2747,82.1838,64.85,95,100,2.37
303,Chhatarpur,IN,2022-07-21 14:16:48,24.9,79.6,81.46,85,100,5.3
304,Isangel,VU,2022-07-21 14:16:49,-19.55,169.2667,75.2,90,11,8.63
305,Nueva Guinea,NI,2022-07-21 14:16:49,11.6876,-84.4562,75.51,92,100,6.49
306,Nakasongola,UG,2022-07-21 14:16:50,1.3089,32.4564,77.72,50,94,8.99
307,Forestville,US,2022-07-21 14:16:51,38.8451,-76.875,89.42,72,75,9.22
308,Khatanga,RU,2022-07-21 14:15:19,71.9667,102.5,54.97,61,100,9.17
309,Gamba,GA,2022-07-21 14:16:53,-2.65,10.0,77.85,68,45,10.76
310,Schattdorf,CH,2022-07-21 14:16:54,46.8655,8.6547,85.24,76,82,4.21
311,Lunel,FR,2022-07-21 14:16:55,43.6778,4.1361,101.35,38,0,16.11
312,Pringsewu,ID,2022-07-21 14:16:56,-5.3582,104.9744,73.96,96,93,3.27
313,Tibati,CM,2022-07-21 14:16:57,6.4667,12.6333,78.28,70,98,3.06
314,Gao,ML,2022-07-21 14:16:57,16.6362,1.637,95.14,34,14,2.26
315,Talas,TR,2022-07-21 14:16:58,38.6908,35.5538,75.87,38,40,10.36
316,Portobelo,PA,2022-07-21 14:16:58,9.55,-79.65,76.75,88,99,3.87
317,Kuala Pilah,MY,2022-07-21 14:16:58,2.7389,102.2487,76.98,91,45,2.55
318,Umm Lajj,SA,2022-07-21 14:16:59,25.0213,37.2685,87.53,61,5,16.31
319,Dickinson,US,2022-07-21 14:15:01,29.4608,-95.0513,89.94,78,40,6.91
320,Clarence Town,AU,2022-07-21 14:16:59,-32.5833,151.7833,61.86,91,100,4.21
321,Sao Gabriel Da Cachoeira,BR,2022-07-21 14:17:00,-0.1303,-67.0892,80.4,78,75,2.3
322,Kokopo,PG,2022-07-21 14:17:00,-4.352,152.2633,77.32,83,14,3.04
323,Nosy Varika,MG,2022-07-21 14:18:01,-20.5833,48.5333,70.48,66,1,4.97
324,Coahuayana,MX,2022-07-21 14:18:01,18.7333,-103.6833,82.08,80,67,2.62
325,Abu Samrah,SY,2022-07-21 14:18:02,35.3029,37.1841,92.7,23,0,21.54
326,Vila Franca Do Campo,PT,2022-07-21 14:18:02,37.7167,-25.4333,78.19,70,71,4.43
327,Ojinaga,MX,2022-07-21 14:18:03,29.5667,-104.4167,92.41,43,0,9.22
328,Cordele,US,2022-07-21 14:16:55,31.9635,-83.7824,84.72,83,100,6.91
329,Campos,BR,2022-07-21 14:17:27,-21.75,-41.3,77.05,69,40,5.75
330,Dehloran,IR,2022-07-21 14:18:03,32.6941,47.2679,115.74,5,0,16.62
331,Lensk,RU,2022-07-21 14:18:04,60.7253,114.9278,57.79,96,27,2.1
332,Cadereyta,MX,2022-07-21 14:18:04,25.5833,-99.9833,83.17,67,0,2.8
333,Soyo,AO,2022-07-21 14:18:05,-6.1349,12.3689,74.95,75,35,11.83
334,Anadyr,RU,2022-07-21 14:18:06,64.75,177.4833,43.3,81,0,4.47
335,Svetlogorsk,BY,2022-07-21 14:18:06,52.6333,29.7333,74.35,62,16,15.37
336,Petropavlovsk-Kamchatskiy,RU,2022-07-21 14:18:07,53.0452,158.6483,57.79,100,100,4.47
337,Cherskiy,RU,2022-07-21 14:18:08,68.75,161.3,31.77,93,13,12.66
338,Moose Factory,CA,2022-07-21 14:18:09,51.2585,-80.6094,60.8,100,100,8.05
339,Santa Cruz,BO,2022-07-21 14:18:10,-17.8,-63.1667,78.85,57,51,20.71
340,Caruray,PH,2022-07-21 14:18:12,10.3094,119.0128,81.23,83,100,4.0
341,Pevek,RU,2022-07-21 14:18:12,69.7008,170.3133,31.8,99,100,9.15
342,Longyearbyen,SJ,2022-07-21 14:15:12,78.2186,15.6401,51.64,82,75,11.5
343,Sapa,PH,2022-07-21 14:18:13,5.1544,120.3241,82.35,74,98,5.37
344,Arcata,US,2022-07-21 14:18:14,40.8665,-124.0828,55.92,93,100,4.61
345,Shirokiy,RU,2022-07-21 14:18:15,49.758,129.523,63.32,93,62,5.68
346,San Rafael,AR,2022-07-21 14:18:15,-34.6177,-68.3301,50.38,54,0,7.43
347,Mustasaari,FI,2022-07-21 14:18:16,63.1142,21.6822,88.23,50,0,12.66
348,Mareeba,AU,2022-07-21 14:18:16,-17.0,145.4333,65.44,85,68,2.37
349,Bida,NG,2022-07-21 14:18:17,9.0833,6.0167,83.98,64,90,6.06
350,Blagoyevo,RU,2022-07-21 14:18:17,63.3667,47.9167,81.16,34,85,8.08
351,Progreso,MX,2022-07-21 14:18:18,21.2833,-89.6667,84.11,75,0,6.44
352,Zabid,YE,2022-07-21 14:18:18,14.1951,43.3152,98.76,29,39,17.27
353,Springbok,ZA,2022-07-21 14:18:18,-29.6643,17.8865,65.88,27,0,10.6
354,Ust-Tsilma,RU,2022-07-21 14:18:19,65.441,52.1498,73.89,44,57,7.72
355,Lufilufi,WS,2022-07-21 14:18:19,-13.8745,-171.5986,79.3,75,15,20.98
356,Sorland,NO,2022-07-21 14:15:27,67.667,12.6934,55.26,88,75,16.11
357,Taltal,CL,2022-07-21 14:18:20,-25.4,-70.4833,60.87,73,49,3.69
358,Ngama,TD,2022-07-21 14:18:20,11.7833,17.1667,90.3,48,94,6.11
359,Thinadhoo,MV,2022-07-21 14:18:20,0.5333,72.9333,82.15,72,100,8.81
360,Saint-Augustin,CA,2022-07-21 14:18:21,51.226,-58.6502,72.59,52,8,14.92
361,Chernoyerkovskaya,RU,2022-07-21 14:13:41,45.4331,37.7686,73.78,43,0,11.81
362,Longjiang,CN,2022-07-21 14:18:21,47.3303,123.1836,73.53,72,52,2.44
363,Koundara,GN,2022-07-21 14:18:22,12.4833,-13.3,82.9,76,99,6.15
364,Victoria,HK,2022-07-21 14:15:47,22.2855,114.1577,89.19,74,1,5.99
365,Guatire,VE,2022-07-21 14:14:57,10.4762,-66.5427,86.68,66,23,3.87
366,Ajdabiya,LY,2022-07-21 14:18:23,30.7554,20.2263,84.22,46,0,19.8
367,Port Augusta,AU,2022-07-21 14:18:23,-32.5,137.7667,49.86,87,47,7.94
368,La Asuncion,VE,2022-07-21 14:18:24,11.0333,-63.8628,71.33,100,4,12.66
369,Manokwari,ID,2022-07-21 14:19:24,-0.8667,134.0833,79.61,80,77,4.0
370,Tura,IN,2022-07-21 14:16:41,25.5198,90.2201,76.37,95,100,3.4
371,Kununurra,AU,2022-07-21 14:19:25,-15.7667,128.7333,60.78,82,10,0.0
372,Bijie,CN,2022-07-21 14:19:25,27.3125,105.2942,67.05,91,65,12.73
373,Santa Rosalia,MX,2022-07-21 14:19:26,27.3167,-112.2833,85.35,40,0,7.58
374,Bingol,TR,2022-07-21 14:19:26,38.8847,40.4939,87.37,24,0,14.34
375,Jaysingpur,IN,2022-07-21 14:19:28,16.779,74.5564,77.05,78,100,12.21
376,Ebreichsdorf,AT,2022-07-21 14:19:29,47.95,16.4,100.11,34,0,5.75
377,Clyde River,CA,2022-07-21 14:19:30,70.4692,-68.5914,39.43,93,100,18.41
378,Kropotkin,RU,2022-07-21 14:19:32,45.4375,40.5756,78.44,41,80,14.88
379,Vao,NC,2022-07-21 14:19:32,-22.6667,167.4833,73.4,90,2,19.46
380,Zwedru,LR,2022-07-21 14:15:14,6.0667,-8.1281,83.39,55,100,4.83
381,Yagodnoye,RU,2022-07-21 14:19:33,62.55,149.6667,46.87,71,100,2.44
382,Tessalit,ML,2022-07-21 14:19:34,20.1986,1.0114,99.39,23,9,0.4
383,Khani,GE,2022-07-21 14:19:34,41.9563,42.9566,60.37,98,100,2.33
384,San Jeronimo,PE,2022-07-21 14:19:35,-11.9472,-75.2829,51.49,57,0,1.5
385,Balad,IQ,2022-07-21 14:17:21,34.0164,44.1453,113.86,8,0,13.02
386,Iturama,BR,2022-07-21 14:19:35,-19.7281,-50.1956,82.81,30,10,10.13
387,Saint-Pierre,RE,2022-07-21 14:19:35,-21.3393,55.4781,71.28,66,0,20.71
388,Port Hedland,AU,2022-07-21 14:16:32,-20.3167,118.5667,60.85,88,0,6.91
389,Diamantino,BR,2022-07-21 14:17:35,-14.4086,-56.4461,88.27,27,5,9.01
390,Taywarah,AF,2022-07-21 14:19:36,33.35,64.4167,80.85,12,0,8.52
391,Douentza,ML,2022-07-21 14:19:37,14.9951,-2.9517,93.52,39,31,8.88
392,Corrente,BR,2022-07-21 14:19:37,-3.7367,-43.3394,86.32,49,15,4.83
393,Ferrol,ES,2022-07-21 14:19:38,43.4832,-8.2369,79.72,82,63,20.69
394,Ust-Barguzin,RU,2022-07-21 14:19:39,53.45,108.9833,56.7,72,100,3.44
395,Te Anau,NZ,2022-07-21 14:15:29,-45.4167,167.7167,34.59,92,47,2.17
396,Puerto Escondido,MX,2022-07-21 14:19:40,15.85,-97.0667,79.63,73,40,5.75
397,Den Helder,NL,2022-07-21 14:19:41,52.9599,4.7593,64.02,95,100,14.0
398,Kelowna,CA,2022-07-21 14:18:49,49.8831,-119.4857,71.65,59,0,4.61
399,Constitucion,CL,2022-07-21 14:19:42,-35.3333,-72.4167,54.03,79,46,4.65
400,Henties Bay,NA,2022-07-21 14:19:42,-22.116,14.2845,62.38,67,2,9.53
401,Petukhovo,RU,2022-07-21 14:19:43,55.0692,67.9019,65.21,73,2,13.8
402,Manoel Urbano,BR,2022-07-21 14:19:43,-8.8389,-69.2597,82.78,46,0,1.01
403,Monterey,US,2022-07-21 14:19:43,36.2505,-121.2516,69.17,37,2,4.38
404,Tigil,RU,2022-07-21 14:19:44,57.8,158.6667,54.18,67,37,4.83
405,Yulara,AU,2022-07-21 14:19:45,-25.2406,130.9889,53.51,36,3,9.48
406,Muros,ES,2022-07-21 14:19:45,42.7762,-9.0603,75.38,65,4,13.76
407,Sesheke,ZM,2022-07-21 14:19:46,-17.4759,24.2968,72.61,40,100,1.5
408,Oloron-Sainte-Marie,FR,2022-07-21 14:19:46,43.1944,-0.6107,89.53,31,0,4.72
409,Marzuq,YE,2022-07-21 14:19:46,14.4,46.4667,86.47,44,9,11.74
410,Eyl,SO,2022-07-21 14:19:47,7.9803,49.8164,84.72,53,100,28.12
411,Chapais,CA,2022-07-21 14:19:47,49.7834,-74.8492,69.58,88,68,12.75
412,Zheleznodorozhnyy,RU,2022-07-21 14:19:47,55.7503,38.0042,70.32,67,70,13.58
413,Jiangyou,CN,2022-07-21 14:19:48,31.7667,104.7167,74.86,89,100,4.5
414,Lodja,CD,2022-07-21 14:19:48,-3.4833,23.4333,84.76,39,99,1.61
415,Ahipara,NZ,2022-07-21 14:20:48,-35.1667,173.1667,55.83,78,100,11.65
416,Roma,US,2022-07-21 14:20:03,43.2128,-75.4557,84.81,65,0,10.36
417,Viedma,AR,2022-07-21 14:16:29,-40.8135,-62.9967,47.73,34,81,16.49
418,Sao Joao Da Barra,BR,2022-07-21 14:20:50,-21.6403,-41.0511,77.09,72,18,5.37
419,Lulea,SE,2022-07-21 14:20:51,65.5842,22.1547,64.47,88,75,5.75
420,Mahibadhoo,MV,2022-07-21 14:20:52,3.7833,72.9667,83.43,69,100,14.12
421,Half Moon Bay,US,2022-07-21 14:20:17,37.4636,-122.4286,60.89,91,100,5.75
422,Okhotsk,RU,2022-07-21 14:18:11,59.3833,143.3,53.82,92,99,1.36
423,Nishihara,JP,2022-07-21 14:20:55,26.1842,127.7558,83.48,94,4,8.05
424,Milas,TR,2022-07-21 14:20:55,37.3164,27.7839,97.95,14,0,14.97
425,Porbandar,IN,2022-07-21 14:20:56,21.6422,69.6093,84.18,74,75,16.11
426,Waipawa,NZ,2022-07-21 14:20:56,-41.4122,175.5153,44.06,76,100,18.54
427,Sagua La Grande,CU,2022-07-21 14:20:57,22.8067,-80.0756,85.19,67,60,8.86
428,Alofi,NU,2022-07-21 14:20:57,-19.0595,-169.9187,71.49,88,9,6.91
429,Kencong,ID,2022-07-21 14:20:57,-8.2833,113.3667,75.06,83,74,3.58
430,Kushmurun,KZ,2022-07-21 14:20:58,52.4503,64.6311,74.44,43,2,12.86
431,Najran,SA,2022-07-21 14:20:58,17.4924,44.1277,97.45,21,71,18.43
432,Biak,ID,2022-07-21 14:20:58,-0.9131,122.8766,75.99,85,32,5.68
433,Urubicha,BO,2022-07-21 14:20:59,-15.3833,-62.95,83.3,35,9,3.24
434,Rawson,AR,2022-07-21 14:20:59,-43.3002,-65.1023,45.12,42,0,24.83
435,Karimnagar,IN,2022-07-21 14:21:00,18.4333,79.15,78.76,86,100,6.91
436,Hirara,JP,2022-07-21 14:21:00,24.8,125.2833,85.35,77,3,10.87
437,Senneterre,CA,2022-07-21 14:21:00,48.3835,-77.2328,61.97,96,100,12.17
438,Yomou,GN,2022-07-21 14:21:01,7.5603,-9.2653,78.12,69,100,2.33
439,Nocupetaro,MX,2022-07-21 14:21:02,19.05,-101.15,74.48,77,99,1.36
440,Peniche,PT,2022-07-21 14:21:03,39.3558,-9.3811,76.28,79,63,13.89
441,Kozulka,UA,2022-07-21 14:21:04,50.0351,23.797,81.28,32,8,9.75
442,Pindiga,NG,2022-07-21 14:21:05,9.9833,10.9333,81.63,64,72,4.18
443,Apomu,NG,2022-07-21 14:21:06,7.3333,4.1833,77.59,73,100,2.71
444,Sydney,AU,2022-07-21 14:18:31,-33.8679,151.2073,57.27,84,75,13.8
445,Tateyama,JP,2022-07-21 14:21:07,34.9833,139.8667,79.11,92,100,10.94
446,Cachoeira Do Sul,BR,2022-07-21 14:21:08,-30.0392,-52.8939,70.9,79,100,2.24
447,Mao,ES,2022-07-21 14:21:08,39.8885,4.2658,88.36,48,0,12.66
448,San Jose,US,2022-07-21 14:16:09,37.3394,-121.895,61.83,87,100,3.44
449,Lata,PT,2022-07-21 14:21:09,40.1629,-8.3327,85.5,49,0,11.92
450,Sungaipenuh,ID,2022-07-21 14:21:09,-2.0833,101.3833,65.03,98,98,2.01
451,Minuri,PH,2022-07-21 14:21:09,16.535,121.8574,76.26,95,96,3.27
452,Vadso,NO,2022-07-21 14:21:10,70.0744,29.7487,72.48,68,0,10.36
453,Manggar,ID,2022-07-21 14:21:10,-2.8833,108.2667,80.94,81,27,12.08
454,Maningrida,AU,2022-07-21 14:21:10,-12.0667,134.2667,66.2,60,97,11.43
455,Los Llanos De Aridane,ES,2022-07-21 14:21:11,28.6585,-17.9182,73.15,73,20,18.41
456,Grafton,US,2022-07-21 14:19:30,42.207,-71.6856,88.47,66,0,11.5
457,Tautira,PF,2022-07-21 14:21:11,-17.7333,-149.15,75.16,77,7,11.16
458,Ugoofaaru,MV,2022-07-21 14:19:42,5.6667,73.0,82.27,77,100,17.78
459,Piney Green,US,2022-07-21 14:21:13,34.716,-77.3202,86.18,79,40,9.22
460,Coquimbo,CL,2022-07-21 14:18:10,-29.9533,-71.3436,53.33,93,100,5.75
461,Nueve De Julio,AR,2022-07-21 14:19:49,-35.4444,-60.8831,59.83,35,12,13.0
462,Diamantina,BR,2022-07-21 14:22:14,-18.2494,-43.6003,67.28,50,13,11.25
463,Kindersley,CA,2022-07-21 14:18:09,51.4668,-109.1682,59.02,88,20,3.44
464,Katsuura,JP,2022-07-21 14:22:15,35.1333,140.3,77.45,93,100,11.41
465,Ambilobe,MG,2022-07-21 14:22:16,-13.2,49.05,77.85,48,11,11.32
466,Batticaloa,LK,2022-07-21 14:22:17,7.7102,81.6924,82.8,77,13,10.76
467,Nevelsk,RU,2022-07-21 14:22:18,46.6733,141.8633,58.39,93,100,3.62
468,Mimongo,GA,2022-07-21 14:22:19,-1.6195,11.6068,83.26,52,71,4.18
469,Porto Novo,BJ,2022-07-21 14:22:20,6.4965,2.6036,82.22,62,91,11.03
470,Cairns,AU,2022-07-21 14:22:21,-16.9167,145.7667,70.07,84,75,5.75
471,Palu,ID,2022-07-21 14:22:22,-0.8917,119.8707,76.53,95,74,2.01
472,Kabo,CF,2022-07-21 14:22:23,7.6994,18.629,82.31,74,100,2.64
473,Bima,ID,2022-07-21 14:22:24,-8.4667,118.7167,72.32,84,38,4.97
474,Kologriv,RU,2022-07-21 14:22:26,58.8275,44.3178,69.19,64,100,4.63
475,The Valley,AI,2022-07-21 14:22:27,18.217,-63.0578,85.86,79,40,19.57
476,Rio Gallegos,AR,2022-07-21 14:22:28,-51.6226,-69.2181,30.25,64,75,25.32
477,Yulin,CN,2022-07-21 14:22:29,22.6333,110.15,79.0,87,0,4.07
478,Yerbogachen,RU,2022-07-21 14:22:31,61.2767,108.0108,60.87,74,100,4.83
479,Sabang,ID,2022-07-21 14:22:32,5.8933,95.3214,83.62,73,100,14.5
480,Cody,US,2022-07-21 14:22:33,44.5263,-109.0565,73.6,39,0,4.61
481,Evensk,RU,2022-07-21 14:19:26,61.95,159.2333,55.74,51,4,8.23
482,Pimentel,PE,2022-07-21 14:22:33,-6.8367,-79.9342,64.69,72,40,9.22
483,Kirakira,SB,2022-07-21 14:22:34,-10.4544,161.9205,79.77,84,52,6.46
484,Ahmadpur Sial,PK,2022-07-21 14:22:35,30.6754,71.7483,89.8,63,46,12.59
485,Alekseyevka,RU,2022-07-21 14:21:14,50.6309,38.6903,62.83,75,95,11.07
486,Roald,NO,2022-07-21 14:22:35,62.5833,6.1333,60.75,77,75,13.8
487,Coihaique,CL,2022-07-21 14:22:35,-45.5752,-72.0662,32.61,93,75,11.5
488,Sfantu Gheorghe,RO,2022-07-21 14:22:36,45.8667,25.7833,91.92,35,4,8.21
489,Vostok,RU,2022-07-21 14:22:36,46.4856,135.8833,58.96,98,29,2.77
490,Bilma,NE,2022-07-21 14:22:37,18.6853,12.9164,105.22,15,15,7.27
491,Muravlenko,RU,2022-07-21 14:22:38,63.7898,74.523,53.04,66,71,13.65
492,Kaduqli,SD,2022-07-21 14:22:38,11.0167,29.7167,74.89,73,100,4.59
493,Moranbah,AU,2022-07-21 14:22:38,-22.0016,148.0466,56.37,97,68,10.07
494,Arlit,NE,2022-07-21 14:22:39,18.7369,7.3853,102.56,11,0,0.22
495,Atikokan,CA,2022-07-21 14:22:39,48.7555,-91.6216,67.75,61,3,10.0
496,La Solana,ES,2022-07-21 14:22:40,38.9442,-3.2381,97.0,15,0,5.68
497,Tara,RU,2022-07-21 14:22:40,56.8944,74.371,60.89,98,100,3.36
498,Galle,LK,2022-07-21 14:22:40,6.0367,80.217,79.11,86,100,17.96
499,Atambua,ID,2022-07-21 14:22:41,-9.1061,124.8925,71.78,84,76,4.68
500,Hualmay,PE,2022-07-21 14:22:41,-11.0964,-77.6139,61.81,82,84,8.59
501,Beyneu,KZ,2022-07-21 14:22:42,45.3167,55.2,99.34,17,86,14.38
502,Show Low,US,2022-07-21 14:22:42,34.2542,-110.0298,73.69,51,0,12.66
503,Dunedin,NZ,2022-07-21 14:22:43,-45.8742,170.5036,47.8,84,100,8.99
504,Murray Bridge,AU,2022-07-21 14:22:43,-35.1167,139.2667,55.13,82,49,15.32
505,Maniitsoq,GL,2022-07-21 14:22:44,65.4167,-52.9,44.65,95,100,16.8
506,Virginia Beach,US,2022-07-21 14:19:45,36.8529,-75.978,86.02,80,40,14.97
507,Sandnessjoen,NO,2022-07-21 14:22:44,66.0217,12.6316,59.52,87,75,12.66
508,Belmonte,BR,2022-07-21 14:23:45,-15.8631,-38.8828,75.97,74,18,9.4
509,Buta,CD,2022-07-21 14:23:46,2.7858,24.73,84.18,57,95,2.15
510,Abbeville,FR,2022-07-21 14:23:47,50.1,1.8333,80.26,47,76,9.78
511,Mehamn,NO,2022-07-21 14:18:58,71.0357,27.8492,62.55,77,20,2.3
512,Axim,GH,2022-07-21 14:23:49,4.8699,-2.2405,79.48,58,60,7.49
513,Kampot,KH,2022-07-21 14:23:50,10.6167,104.1833,77.05,87,100,3.6
514,Ituango,CO,2022-07-21 14:23:51,7.1712,-75.764,68.74,86,80,0.89
515,Mbarara,UG,2022-07-21 14:23:52,-0.608,30.65,80.53,32,84,12.8
516,Watrous,CA,2022-07-21 14:23:53,51.6668,-105.4679,64.18,68,49,10.36
517,Yerofey Pavlovich,RU,2022-07-21 14:23:54,53.9667,121.9667,63.77,95,4,3.02
518,Golyshmanovo,RU,2022-07-21 14:23:55,56.3979,68.3728,62.37,91,99,12.68
519,Linguere,SN,2022-07-21 14:23:55,15.3953,-15.1193,90.48,49,84,3.02
520,Dali,CN,2022-07-21 14:23:56,25.7,100.1833,64.0,89,98,2.89
521,Xichang,CN,2022-07-21 14:23:57,27.8964,102.2634,67.42,93,48,4.68
522,Hemel Hempstead,GB,2022-07-21 14:23:57,51.7537,-0.4752,77.36,61,75,9.22
523,Gimli,CA,2022-07-21 14:23:58,50.6336,-96.9907,65.93,73,6,14.03
524,Panguna,PG,2022-07-21 14:23:59,-6.3164,155.4848,70.59,94,100,2.98
525,Hereford,GB,2022-07-21 14:21:06,52.0568,-2.7148,74.05,60,12,7.11
526,Hurghada,EG,2022-07-21 14:24:01,27.2574,33.8129,97.07,26,3,21.83
527,Nova Mayachka,UA,2022-07-21 14:24:02,46.6,33.2271,84.88,23,67,11.21
528,Luba,GQ,2022-07-21 14:24:03,3.4568,8.5547,75.09,91,93,8.32
529,Algiers,DZ,2022-07-21 14:23:26,36.7525,3.042,82.22,74,40,16.11
530,Inyonga,TZ,2022-07-21 14:24:05,-6.7167,32.0667,77.95,32,96,7.52
531,Sakakah,SA,2022-07-21 14:24:06,29.9697,40.2064,112.57,8,0,9.89
532,Kamaishi,JP,2022-07-21 14:24:07,39.2667,141.8833,70.39,91,40,3.51
533,Abha,SA,2022-07-21 14:24:07,18.2164,42.5053,82.22,68,40,13.8
534,Hovd,MN,2022-07-21 14:24:08,48.0056,91.6419,69.71,30,99,4.38
535,Angoche,MZ,2022-07-21 14:24:09,-16.2325,39.9086,76.51,60,3,8.39
536,Kletskaya,RU,2022-07-21 14:24:09,49.3145,43.0584,76.23,35,46,17.4
537,Todos Santos,MX,2022-07-21 14:24:10,23.45,-110.2167,92.3,81,6,7.78
538,Taitung,TW,2022-07-21 14:24:11,22.7583,121.1444,82.99,86,5,4.94
539,Santa Fe,AR,2022-07-21 14:24:11,-31.6333,-60.7,67.01,62,77,10.87
540,Pontianak,ID,2022-07-21 14:24:12,-0.0333,109.3333,80.58,88,100,2.3
541,Nouakchott,MR,2022-07-21 14:24:12,18.0858,-15.9785,82.33,72,72,12.39
542,Bireun,ID,2022-07-21 14:24:12,5.203,96.7009,79.88,80,100,2.48
543,Sunland Park,US,2022-07-21 14:24:13,31.7965,-106.58,87.91,35,0,11.5
544,Thunder Bay,CA,2022-07-21 14:20:33,48.4001,-89.3168,73.38,64,0,14.97
545,Bismarck,US,2022-07-21 14:24:13,46.8083,-100.7837,69.82,65,0,10.36
546,San Vicente,AR,2022-07-21 14:24:14,-26.6167,-54.1333,73.78,58,79,6.4
547,Vangaindrano,MG,2022-07-21 14:24:14,-23.35,47.6,68.94,78,16,6.44
548,Kingisepp,RU,2022-07-21 14:24:15,59.3733,28.6134,80.4,43,5,6.76
549,Serebryanyy Bor,RU,2022-07-21 14:24:15,56.8,124.8,60.01,93,100,1.05
550,Korla,CN,2022-07-21 14:24:15,41.7597,86.1469,83.62,24,0,6.58
551,Key West,US,2022-07-21 14:24:16,24.5557,-81.7826,93.2,61,40,10.36
552,Changqing,CN,2022-07-21 14:24:16,36.5575,116.7272,79.5,67,29,3.09
553,Bac Lieu,VN,2022-07-21 14:24:16,9.285,105.7244,77.99,89,88,6.38
554,Kadiri,IN,2022-07-21 14:24:17,14.1167,78.1667,85.57,51,100,7.65
555,Bedesa,ET,2022-07-21 14:25:17,8.9,40.7833,71.56,67,55,5.19
556,Soma,TR,2022-07-21 14:25:18,39.1855,27.6094,91.87,20,0,19.55
557,San Andres,CO,2022-07-21 14:25:19,12.5847,-81.7006,84.22,74,40,12.66
558,Rajula,IN,2022-07-21 14:25:19,21.05,71.4333,83.19,73,100,13.4
559,Urk,NL,2022-07-21 14:25:21,52.6625,5.6014,67.98,92,100,12.03
560,Nova Iguacu,BR,2022-07-21 14:20:28,-22.7592,-43.4511,82.09,78,40,8.05
561,Bastia,FR,2022-07-21 14:25:22,42.6667,9.3333,91.2,63,0,5.75
562,Jalu,LY,2022-07-21 14:23:04,29.0331,21.5482,94.1,16,0,16.15
563,Lorengau,PG,2022-07-21 14:25:23,-2.0226,147.2712,80.28,78,100,2.86
564,Bambanglipuro,ID,2022-07-21 14:25:25,-7.95,110.2833,76.15,82,48,10.16
565,Goba,ET,2022-07-21 14:25:26,7.0167,39.9833,55.17,90,98,0.87
566,Suzhou,CN,2022-07-21 14:23:45,31.3114,120.6181,81.52,87,90,4.5
